Reach ID,Date,NO3-N concentration (mg/l),NO3-N  loading (kg/d)
11,2020-10,35.635,0.028
11,2020-11,70.24,0.027
11,2020-12,12.63,0.094
11,2021-01,10.206,0.037
11,2021-02,0.0,0.0
11,2021-03,259.291,0.024
11,2021-04,284.333,0.023
11,2021-05,15.583,0.03
11,2021-06,1225.052,0.021
11,2021-07,2332.711,0.02
11,2021-08,127.715,0.021
11,2021-09,3.546,0.019
11,2021-10,7217.12,0.02
11,2021-11,41.849,0.027
11,2021-12,66.862,0.027
11,2022-01,134.831,0.024
11,2022-02,0.0,0.0
11,2022-03,618.02,0.022
11,2022-04,227.951,0.022
11,2022-05,18.83,1.729
11,2022-06,25.683,0.022
12,2016-01,1.556,0.001
12,2016-02,42.882,0.04
12,2016-03,30.588,0.049
12,2016-04,7.705,0.257
12,2016-05,4.128,0.469
12,2016-06,12.653,0.002
12,2016-07,50.317,2.505
12,2016-08,5.011,0.001
12,2016-09,1.293,0.0
12,2016-10,1.483,0.058
12,2016-11,15.649,0.015
12,2016-12,19.724,0.008
12,2017-01,1.488,0.001
12,2017-02,0.0,0.0
12,2017-03,3.083,1.557
12,2017-04,17.814,0.302
12,2017-05,5.744,1.288
12,2017-06,53.875,0.023
12,2017-07,12.695,0.117
12,2017-08,0.0,0.0
12,2017-09,13.879,0.005
12,2017-10,0.0,0.0
12,2017-11,16.616,0.013
12,2017-12,27.502,0.023
12,2018-01,0.0,0.0
12,2018-02,0.0,0.0
12,2018-03,8.124,1.871
12,2018-04,118.94,0.134
12,2018-05,10.43,0.005
12,2018-06,9.755,0.005
12,2018-07,9.754,0.003
12,2018-08,2.986,0.051
12,2018-09,0.0,0.0
12,2018-10,1.266,0.493
12,2018-11,1.611,1.418
12,2018-12,38.621,0.212
12,2019-01,10.325,0.472
12,2019-02,0.0,0.0
12,2019-03,0.0,0.0
12,2019-04,39.881,0.444
12,2019-05,1.872,2.14
12,2019-06,7.95,1.814
12,2019-07,29.076,0.013
12,2019-08,68.016,0.024
12,2019-09,13.914,0.432
12,2019-10,7.18,0.005
12,2019-11,0.967,0.043
12,2019-12,1.96,0.179
12,2020-01,33.548,0.034
12,2020-02,0.0,0.0
12,2020-03,0.0,0.0
12,2020-04,16.782,0.356
12,2020-05,25.184,0.146
12,2020-06,27.983,0.023
12,2020-07,4.206,0.002
12,2020-08,9.826,0.139
12,2020-09,90.341,0.016
12,2020-10,9.857,0.104
12,2020-11,14.9,0.082
12,2020-12,17.108,0.219
12,2021-01,39.242,0.163
12,2021-02,0.0,0.0
12,2021-03,75.668,0.143
12,2021-04,3.551,0.004
12,2021-05,37.846,0.044
12,2021-06,13.258,0.003
12,2021-07,45.164,0.006
12,2021-08,3.519,0.004
12,2021-09,5.13,0.038
12,2021-10,0.001,0.0
12,2021-11,17.376,0.017
12,2021-12,9.331,0.027
12,2022-01,35.371,0.082
12,2022-02,0.0,0.0
12,2022-03,8.749,0.004
12,2022-04,45.892,0.082
12,2022-05,16.97,1.536
12,2022-06,3.483,0.037
13,2016-01,22.834,0.004
13,2016-02,13.596,0.002
13,2016-03,7.846,0.024
13,2016-04,2.921,0.258
13,2016-05,2.183,0.838
13,2016-06,0.0,0.0
13,2016-07,2.212,0.296
13,2016-08,1.137,0.0
13,2016-09,3.733,0.001
13,2016-10,4.523,0.556
13,2016-11,19.303,0.042
13,2016-12,4.814,0.012
13,2017-01,24.109,0.004
13,2017-02,0.0,0.0
13,2017-03,1.464,1.71
13,2017-04,6.157,0.255
13,2017-05,2.748,1.554
13,2017-06,1596.653,0.009
13,2017-07,1.756,0.061
13,2017-08,0.0,0.0
13,2017-09,0.941,0.0
13,2017-10,0.0,0.0
13,2017-11,2.387,0.018
13,2017-12,5.891,0.011
13,2018-01,0.0,0.0
13,2018-02,0.0,0.0
13,2018-03,2.049,2.048
13,2018-04,21.354,0.042
13,2018-05,1479.385,0.016
13,2018-06,1351.879,0.013
13,2018-07,1671.693,0.004
13,2018-08,1.071,0.14
13,2018-09,0.0,0.0
13,2018-10,15.732,15.627
13,2018-11,2.175,5.533
13,2018-12,3.57,0.028
13,2019-01,5.983,0.484
13,2019-02,0.0,0.0
13,2019-03,0.0,0.0
13,2019-04,6.951,0.101
13,2019-05,1.134,3.476
13,2019-06,2.321,1.75
13,2019-07,968.322,0.005
13,2019-08,1.369,0.001
13,2019-09,1.033,0.048
13,2019-10,7.827,0.004
13,2019-11,3.555,0.446
13,2019-12,10.688,2.721
13,2020-01,23.494,0.029
13,2020-02,55.711,0.004
13,2020-03,0.0,0.0
13,2020-04,64.941,0.177
13,2020-05,3.115,0.037
13,2020-06,40.394,0.016
13,2020-07,19.36,0.005
13,2020-08,2.191,0.089
13,2020-09,8.417,0.005
13,2020-10,1.377,0.069
13,2020-11,2.143,0.027
13,2020-12,6.089,0.126
13,2021-01,4.379,0.035
13,2021-02,0.0,0.0
13,2021-03,6.484,0.01
13,2021-04,123.927,0.006
13,2021-05,4.876,0.016
13,2021-06,0.0,0.0
13,2021-07,2.047,0.001
13,2021-08,2.545,0.016
13,2021-09,0.975,0.009
13,2021-10,5.852,0.001
13,2021-11,4.101,0.007
13,2021-12,2.834,0.022
13,2022-01,15.187,0.084
13,2022-02,0.0,0.0
13,2022-03,5.819,0.021
13,2022-04,6.561,0.062
13,2022-05,4.923,1.012
13,2022-06,1.332,0.045
14,2016-01,70.025,0.028
14,2016-02,76.17,0.07
14,2016-03,26.392,0.075
14,2016-04,4.564,0.505
14,2016-05,3.061,1.244
14,2016-06,213.327,0.028
14,2016-07,6.252,0.832
14,2016-08,27.059,0.025
14,2016-09,177.341,0.025
14,2016-10,1.424,0.177
14,2016-11,30.152,0.082
14,2016-12,52.218,0.039
14,2017-01,71.545,0.029
14,2017-02,0.0,0.0
14,2017-03,2.376,3.256
14,2017-04,8.917,0.477
14,2017-05,4.502,3.334
14,2017-06,132.788,0.044
14,2017-07,4.902,0.162
14,2017-08,0.0,0.0
14,2017-09,34.733,0.031
14,2017-10,0.0,0.0
14,2017-11,19.871,0.053
14,2017-12,28.716,0.04
14,2018-01,0.0,0.0
14,2018-02,0.0,0.0
14,2018-03,7.559,6.92
14,2018-04,64.535,0.138
14,2018-05,94.023,0.041
14,2018-06,84.371,0.041
14,2018-07,130.368,0.033
14,2018-08,1.975,0.162
14,2018-09,1865.359,0.01
14,2018-10,0.986,1.234
14,2018-11,1.665,5.021
14,2018-12,17.972,0.161
14,2019-01,4.699,0.555
14,2019-02,0.0,0.0
14,2019-03,0.0,0.0
14,2019-04,15.028,1.802
14,2019-05,1.066,2.308
14,2019-06,8.78,7.0
14,2019-07,111.202,0.046
14,2019-08,63.922,0.043
14,2019-09,10.985,0.565
14,2019-10,22.632,0.037
14,2019-11,1.639,0.242
14,2019-12,4.557,1.339
14,2020-01,33.919,0.069
14,2020-02,0.0,0.0
14,2020-03,0.0,0.0
14,2020-04,8.964,0.454
14,2020-05,13.265,0.133
14,2020-06,88.33,0.05
14,2020-07,67.365,0.036
14,2020-08,5.62,0.162
14,2020-09,45.389,0.068
14,2020-10,3.896,0.095
14,2020-11,7.575,0.075
14,2020-12,8.278,0.223
14,2021-01,11.728,0.124
14,2021-02,0.0,0.0
14,2021-03,52.526,0.104
14,2021-04,45.728,0.036
14,2021-05,11.313,0.04
14,2021-06,276.053,0.029
14,2021-07,54.76,0.012
14,2021-08,10.927,0.039
14,2021-09,4.346,0.077
14,2021-10,409.445,0.028
14,2021-11,17.571,0.041
14,2021-12,9.025,0.051
14,2022-01,24.803,0.095
14,2022-02,0.0,0.0
14,2022-03,27.006,0.043
14,2022-04,18.644,0.078
14,2022-05,3.223,0.872
14,2022-06,2.623,0.056
15,2016-01,6.474,0.002
15,2016-02,42.72,0.032
15,2016-03,34.699,0.033
15,2016-04,8.526,0.201
15,2016-05,4.706,0.379
15,2016-06,12.107,0.001
15,2016-07,53.685,1.651
15,2016-08,6.413,0.001
15,2016-09,1.284,0.0
15,2016-10,1.296,0.034
15,2016-11,20.299,0.015
15,2016-12,3.304,0.001
15,2017-01,0.996,0.0
15,2017-02,0.0,0.0
15,2017-03,3.868,1.069
15,2017-04,16.446,0.289
15,2017-05,6.394,1.012
15,2017-06,51.035,0.017
15,2017-07,11.49,0.069
15,2017-08,0.0,0.0
15,2017-09,19.09,0.005
15,2017-10,0.0,0.0
15,2017-11,23.756,0.009
15,2017-12,4.947,0.002
15,2018-01,0.0,0.0
15,2018-02,0.0,0.0
15,2018-03,8.192,1.303
15,2018-04,134.111,0.105
15,2018-05,11.389,0.004
15,2018-06,12.868,0.005
15,2018-07,8.507,0.002
15,2018-08,3.678,0.038
15,2018-09,0.0,0.0
15,2018-10,1.334,0.362
15,2018-11,2.338,1.439
15,2018-12,53.219,0.157
15,2019-01,9.309,0.406
15,2019-02,0.0,0.0
15,2019-03,0.0,0.0
15,2019-04,46.812,0.327
15,2019-05,2.359,1.967
15,2019-06,9.758,1.56
15,2019-07,30.96,0.013
15,2019-08,90.742,0.021
15,2019-09,21.517,0.408
15,2019-10,10.089,0.004
15,2019-11,1.087,0.034
15,2019-12,3.533,0.227
15,2020-01,42.397,0.034
15,2020-02,0.0,0.0
15,2020-03,0.0,0.0
15,2020-04,15.12,0.266
15,2020-05,42.382,0.133
15,2020-06,32.724,0.02
15,2020-07,8.079,0.002
15,2020-08,17.735,0.124
15,2020-09,85.019,0.096
15,2020-10,16.665,0.082
15,2020-11,22.624,0.065
15,2020-12,17.007,0.157
15,2021-01,42.484,0.129
15,2021-02,0.0,0.0
15,2021-03,92.118,0.129
15,2021-04,3.465,0.003
15,2021-05,45.155,0.071
15,2021-06,13.765,0.002
15,2021-07,262.916,0.001
15,2021-08,0.0,0.0
15,2021-09,4.965,0.024
15,2021-10,0.0,0.0
15,2021-11,19.966,0.015
15,2021-12,16.482,0.027
15,2022-01,53.546,0.078
15,2022-02,0.0,0.0
15,2022-03,13.236,0.003
15,2022-04,40.285,0.102
15,2022-05,15.788,1.017
15,2022-06,5.911,0.025
16,2016-01,190.842,0.023
16,2016-02,200.357,0.024
16,2016-03,33.689,0.044
16,2016-04,3.039,0.163
16,2016-05,1.971,0.382
16,2016-06,6789.459,0.024
16,2016-07,106.73,6.301
16,2016-08,60.693,0.02
16,2016-09,428.125,0.019
16,2016-10,1.506,0.09
16,2016-11,41.031,0.05
16,2016-12,189.609,0.025
16,2017-01,201.702,0.024
16,2017-02,0.0,0.0
16,2017-03,2.585,1.704
16,2017-04,6.583,0.107
16,2017-05,4.65,1.668
16,2017-06,3453.718,0.028
16,2017-07,4.344,0.064
16,2017-08,0.0,0.0
16,2017-09,46.856,0.022
16,2017-10,0.0,0.0
16,2017-11,27.165,0.026
16,2017-12,45.852,0.027
16,2018-01,0.0,0.0
16,2018-02,0.0,0.0
16,2018-03,8.211,3.273
16,2018-04,57.465,0.044
16,2018-05,1920.961,0.026
16,2018-06,3423.181,0.028
16,2018-07,1220.785,0.027
16,2018-08,2.43,0.074
16,2018-09,0.0,0.0
16,2018-10,0.909,0.553
16,2018-11,2.012,2.871
16,2018-12,12.951,0.047
16,2019-01,5.869,0.287
16,2019-02,0.0,0.0
16,2019-03,0.0,0.0
16,2019-04,27.139,1.808
16,2019-05,1.292,2.348
16,2019-06,5.952,2.147
16,2019-07,3711.877,0.028
16,2019-08,101.751,0.025
16,2019-09,6.183,0.131
16,2019-10,31.143,0.022
16,2019-11,1.009,0.071
16,2019-12,1.426,0.196
16,2020-01,35.304,0.03
16,2020-02,0.0,0.0
16,2020-03,0.0,0.0
16,2020-04,26.79,0.034
16,2020-05,8.846,0.038
16,2020-06,1713.601,0.029
16,2020-07,170.411,0.029
16,2020-08,5.462,0.064
16,2020-09,83.966,0.037
16,2020-10,5.185,0.051
16,2020-11,10.492,0.041
16,2020-12,11.985,0.125
16,2021-01,10.232,0.048
16,2021-02,0.0,0.0
16,2021-03,56.773,0.03
16,2021-04,298.867,0.025
16,2021-05,12.806,0.032
16,2021-06,7377.373,0.02
16,2021-07,0.0,0.0
16,2021-08,13.312,0.011
16,2021-09,2.872,0.028
16,2021-10,943.212,0.019
16,2021-11,35.23,0.034
16,2021-12,17.908,0.039
16,2022-01,28.481,0.036
16,2022-02,0.0,0.0
16,2022-03,56.774,0.028
16,2022-04,39.207,0.029
16,2022-05,20.759,2.712
16,2022-06,3.541,0.032
17,2016-01,34.859,139.099
17,2016-02,28.689,24.347
17,2016-03,1.761,0.34
17,2016-04,25.82,117.239
17,2016-05,11.286,35.968
17,2016-06,0.037,0.008
17,2016-07,5.271,3.854
17,2016-08,0.074,0.011
17,2016-09,0.032,0.005
17,2016-10,0.347,1.568
17,2016-11,2.743,10.9
17,2016-12,7.496,16.175
17,2017-01,10.785,15.346
17,2017-02,8.501,3.901
17,2017-03,6.723,66.038
17,2017-04,10.018,62.587
17,2017-05,2.416,7.389
17,2017-06,1.075,0.378
17,2017-07,0.893,0.354
17,2017-08,0.0,0.0
17,2017-09,0.312,0.05
17,2017-10,0.001,0.0
17,2017-11,0.828,0.142
17,2017-12,9.296,37.266
17,2018-01,8.331,8.366
17,2018-02,10.153,10.255
17,2018-03,6.699,61.843
17,2018-04,7.046,6.942
17,2018-05,8.086,16.399
17,2018-06,8.045,34.192
17,2018-07,0.073,0.019
17,2018-08,0.246,0.647
17,2018-09,0.325,0.062
17,2018-10,2.25,19.703
17,2018-11,2.493,40.944
17,2018-12,5.9,24.651
17,2019-01,4.991,32.122
17,2019-02,0.0,0.0
17,2019-03,0.021,0.013
17,2019-04,3.442,4.322
17,2019-05,1.985,44.109
17,2019-06,4.187,32.426
17,2019-07,0.06,0.015
17,2019-08,0.316,0.071
17,2019-09,0.966,0.358
17,2019-10,0.168,0.028
17,2019-11,0.786,3.636
17,2019-12,3.597,18.633
17,2020-01,1.889,0.777
17,2020-02,3.28,13.225
17,2020-03,0.0,0.0
17,2020-04,2.83,17.977
17,2020-05,0.686,0.246
17,2020-06,3.047,5.988
17,2020-07,0.337,0.085
17,2020-08,0.227,0.96
17,2020-09,0.048,0.196
17,2020-10,0.724,0.336
17,2020-11,0.515,0.341
17,2020-12,3.576,12.918
17,2021-01,2.307,3.943
17,2021-02,0.0,0.0
17,2021-03,0.376,0.104
17,2021-04,0.085,0.021
17,2021-05,0.534,0.134
17,2021-06,0.006,0.001
17,2021-07,0.32,0.049
17,2021-08,0.505,0.094
17,2021-09,5.196,1.024
17,2021-10,0.214,0.155
17,2021-11,0.346,1.425
17,2021-12,3.378,14.213
17,2022-01,2.694,14.158
17,2022-02,0.0,0.0
17,2022-03,0.475,0.147
17,2022-04,1.394,1.196
17,2022-05,8.057,9.951
17,2022-06,0.622,0.234
18,2016-01,27.23,0.007
18,2016-02,29.41,0.01
18,2016-03,12.805,0.087
18,2016-04,12.762,4.865
18,2016-05,3.265,4.067
18,2016-06,391.575,0.006
18,2016-07,7.021,2.561
18,2016-08,9.78,0.011
18,2016-09,3.944,0.002
18,2016-10,2.351,0.877
18,2016-11,19.536,0.13
18,2016-12,13.212,0.07
18,2017-01,23.113,0.005
18,2017-02,0.0,0.0
18,2017-03,1.806,7.573
18,2017-04,11.343,12.22
18,2017-05,1.931,3.715
18,2017-06,205.917,0.03
18,2017-07,2.038,0.217
18,2017-08,0.0,0.0
18,2017-09,29.908,0.048
18,2017-10,5.433,0.0
18,2017-11,4.972,0.077
18,2017-12,19.597,0.074
18,2018-01,0.0,0.0
18,2018-02,181.099,0.0
18,2018-03,2.06,7.784
18,2018-04,28.494,0.147
18,2018-05,674.627,0.064
18,2018-06,617.174,0.06
18,2018-07,431.743,0.011
18,2018-08,1.17,0.458
18,2018-09,36.019,0.061
18,2018-10,5.38,18.01
18,2018-11,1.996,17.605
18,2018-12,5.194,0.377
18,2019-01,5.783,5.316
18,2019-02,0.0,0.0
18,2019-03,68425.148,0.013
18,2019-04,9.715,0.498
18,2019-05,1.845,22.84
18,2019-06,5.208,12.751
18,2019-07,268.511,0.015
18,2019-08,47.91,0.061
18,2019-09,1.405,0.146
18,2019-10,10.2,0.025
18,2019-11,3.14,1.317
18,2019-12,9.565,7.569
18,2020-01,39.647,0.134
18,2020-02,55.685,0.004
18,2020-03,1.151,0.0
18,2020-04,8.623,6.55
18,2020-05,5.863,0.161
18,2020-06,85.092,0.109
18,2020-07,88.087,0.072
18,2020-08,2.9,0.251
18,2020-09,36.494,0.082
18,2020-10,2.006,0.205
18,2020-11,4.367,0.121
18,2020-12,7.568,0.489
18,2021-01,6.957,0.187
18,2021-02,0.0,0.0
18,2021-03,24.63,0.079
18,2021-04,103.03,0.013
18,2021-05,10.252,0.114
18,2021-06,654.71,0.001
18,2021-07,45.283,0.048
18,2021-08,4.712,0.067
18,2021-09,38.146,1.003
18,2021-10,32.252,0.056
18,2021-11,5.925,0.521
18,2021-12,7.798,1.177
18,2022-01,7.785,3.317
18,2022-02,0.0,0.0
18,2022-03,11.874,0.097
18,2022-04,11.647,0.177
18,2022-05,8.139,5.256
18,2022-06,1.92,0.137
19,2016-01,12.393,0.003
19,2016-02,70.175,0.042
19,2016-03,30.312,0.044
19,2016-04,6.439,0.19
19,2016-05,3.694,0.383
19,2016-06,9.284,0.002
19,2016-07,7.296,0.294
19,2016-08,3.796,0.0
19,2016-09,1.317,0.0
19,2016-10,1.443,0.049
19,2016-11,21.635,0.018
19,2016-12,56.629,0.02
19,2017-01,0.703,0.0
19,2017-02,111.571,1.627
19,2017-03,3.775,1.304
19,2017-04,12.958,0.26
19,2017-05,5.908,1.217
19,2017-06,28.7,0.011
19,2017-07,11.07,0.092
19,2017-08,0.0,0.0
19,2017-09,17.776,0.006
19,2017-10,0.0,0.0
19,2017-11,14.561,0.007
19,2017-12,9.884,0.007
19,2018-01,0.0,0.0
19,2018-02,0.0,0.0
19,2018-03,5.441,1.076
19,2018-04,66.152,0.063
19,2018-05,8.812,0.004
19,2018-06,11.488,0.005
19,2018-07,7.144,0.002
19,2018-08,3.364,0.046
19,2018-09,48.877,0.001
19,2018-10,1.171,0.404
19,2018-11,3.948,3.013
19,2018-12,18.601,0.095
19,2019-01,7.346,0.216
19,2019-02,0.0,0.0
19,2019-03,0.0,0.0
19,2019-04,17.356,0.167
19,2019-05,1.314,1.212
19,2019-06,5.639,1.119
19,2019-07,18.309,0.006
19,2019-08,16.366,0.005
19,2019-09,10.909,0.296
19,2019-10,6.137,0.003
19,2019-11,2.275,0.088
19,2019-12,8.361,0.693
19,2020-01,29.25,0.025
19,2020-02,0.0,0.0
19,2020-03,0.0,0.0
19,2020-04,39.041,0.077
19,2020-05,19.927,0.099
19,2020-06,24.493,0.014
19,2020-07,0.866,0.0
19,2020-08,6.307,0.079
19,2020-09,52.609,0.052
19,2020-10,5.575,0.047
19,2020-11,8.006,0.038
19,2020-12,8.867,0.065
19,2021-01,17.264,0.059
19,2021-02,0.0,0.0
19,2021-03,36.893,0.051
19,2021-04,3.325,0.003
19,2021-05,14.575,0.027
19,2021-06,12.27,0.002
19,2021-07,1.159,0.0
19,2021-08,3.568,0.003
19,2021-09,2.553,0.018
19,2021-10,0.001,0.0
19,2021-11,8.726,0.007
19,2021-12,7.707,0.02
19,2022-01,24.03,0.046
19,2022-02,0.0,0.0
19,2022-03,9.601,0.003
19,2022-04,15.209,0.045
19,2022-05,9.704,0.814
19,2022-06,3.381,0.031
20,2016-01,36.427,0.001
20,2016-02,35.163,0.006
20,2016-03,18.077,0.061
20,2016-04,4.842,0.711
20,2016-05,4.218,2.524
20,2016-06,231.017,0.002
20,2016-07,11.865,2.075
20,2016-08,11.112,0.011
20,2016-09,4.489,0.001
20,2016-10,1.461,0.264
20,2016-11,18.417,0.058
20,2016-12,21.676,0.056
20,2017-01,0.697,0.0
20,2017-02,0.0,0.0
20,2017-03,0.765,1.48
20,2017-04,2.486,0.152
20,2017-05,1.02,0.967
20,2017-06,58.872,0.006
20,2017-07,2.317,0.117
20,2017-08,0.0,0.0
20,2017-09,55.544,0.047
20,2017-10,0.0,0.0
20,2017-11,8.097,0.058
20,2017-12,34.636,0.062
20,2018-01,0.0,0.0
20,2018-02,292.775,0.0
20,2018-03,1.687,2.537
20,2018-04,31.543,0.079
20,2018-05,304.086,0.015
20,2018-06,265.065,0.014
20,2018-07,105.609,0.002
20,2018-08,1.359,0.238
20,2018-09,38.648,0.061
20,2018-10,0.929,1.528
20,2018-11,1.706,7.148
20,2018-12,10.095,0.096
20,2019-01,5.803,0.771
20,2019-02,0.0,0.0
20,2019-03,1585778.75,0.013
20,2019-04,11.299,0.295
20,2019-05,1.08,5.681
20,2019-06,7.125,8.268
20,2019-07,92.662,0.002
20,2019-08,85.241,0.058
20,2019-09,1.786,0.094
20,2019-10,14.881,0.02
20,2019-11,2.541,0.516
20,2019-12,7.845,2.979
20,2020-01,54.12,0.086
20,2020-02,17.219,0.0
20,2020-03,0.0,0.0
20,2020-04,26.969,0.115
20,2020-05,7.28,0.1
20,2020-06,89.659,0.074
20,2020-07,147.549,0.06
20,2020-08,3.602,0.148
20,2020-09,56.162,0.073
20,2020-10,2.626,0.124
20,2020-11,6.42,0.088
20,2020-12,7.774,0.243
20,2021-01,8.803,0.115
20,2021-02,0.0,0.0
20,2021-03,41.986,0.065
20,2021-04,50.714,0.002
20,2021-05,14.64,0.087
20,2021-06,25818.231,0.001
20,2021-07,82.263,0.045
20,2021-08,6.833,0.05
20,2021-09,63.919,0.964
20,2021-10,37.303,0.054
20,2021-11,24.218,0.062
20,2021-12,9.071,0.077
20,2022-01,17.902,0.1
20,2022-02,0.0,0.0
20,2022-03,17.983,0.075
20,2022-04,16.517,0.09
20,2022-05,4.83,1.519
20,2022-06,2.461,0.083
21,2016-01,40.352,0.003
21,2016-02,42.518,0.008
21,2016-03,18.122,0.063
21,2016-04,15.797,4.606
21,2016-05,3.771,3.222
21,2016-06,452.162,0.006
21,2016-07,10.098,2.258
21,2016-08,10.791,0.011
21,2016-09,4.348,0.001
21,2016-10,1.261,0.31
21,2016-11,19.959,0.088
21,2016-12,21.791,0.058
21,2017-01,21.396,0.001
21,2017-02,0.0,0.0
21,2017-03,1.944,5.853
21,2017-04,11.556,11.964
21,2017-05,1.595,2.152
21,2017-06,169.012,0.021
21,2017-07,2.191,0.154
21,2017-08,0.0,0.0
21,2017-09,41.68,0.048
21,2017-10,0.0,0.0
21,2017-11,7.99,0.058
21,2017-12,34.673,0.063
21,2018-01,0.0,0.0
21,2018-02,281.687,0.0
21,2018-03,2.07,5.727
21,2018-04,34.104,0.105
21,2018-05,574.919,0.048
21,2018-06,536.942,0.047
21,2018-07,332.144,0.008
21,2018-08,1.213,0.314
21,2018-09,38.617,0.061
21,2018-10,1.014,2.369
21,2018-11,1.93,12.05
21,2018-12,5.434,0.347
21,2019-01,5.77,4.83
21,2019-02,0.0,0.0
21,2019-03,234281.828,0.013
21,2019-04,10.848,0.398
21,2019-05,2.082,19.356
21,2019-06,6.533,10.993
21,2019-07,218.561,0.01
21,2019-08,87.266,0.06
21,2019-09,1.777,0.095
21,2019-10,11.397,0.021
21,2019-11,2.977,0.87
21,2019-12,9.14,4.841
21,2020-01,49.722,0.105
21,2020-02,17.187,0.0
21,2020-03,0.929,0.0
21,2020-04,8.42,6.372
21,2020-05,8.493,0.122
21,2020-06,109.857,0.094
21,2020-07,116.418,0.068
21,2020-08,3.66,0.154
21,2020-09,48.169,0.076
21,2020-10,2.751,0.132
21,2020-11,6.598,0.092
21,2020-12,8.359,0.363
21,2021-01,8.098,0.151
21,2021-02,0.0,0.0
21,2021-03,43.259,0.07
21,2021-04,90.287,0.007
21,2021-05,12.563,0.098
21,2021-06,2989.065,0.001
21,2021-07,84.372,0.047
21,2021-08,6.762,0.05
21,2021-09,58.906,0.994
21,2021-10,37.208,0.054
21,2021-11,5.964,0.513
21,2021-12,8.097,1.154
21,2022-01,7.695,3.233
21,2022-02,0.0,0.0
21,2022-03,17.865,0.075
21,2022-04,20.755,0.115
21,2022-05,9.766,4.238
21,2022-06,2.586,0.088
22,2016-01,46.446,0.001
22,2016-02,81.547,0.003
22,2016-03,36.825,0.001
22,2016-04,3.433,0.218
22,2016-05,2.732,0.695
22,2016-06,796.73,0.004
22,2016-07,3.812,0.182
22,2016-08,1.168,0.0
22,2016-09,2.898,0.0
22,2016-10,0.698,0.045
22,2016-11,24.122,0.029
22,2016-12,40.369,0.001
22,2017-01,48.082,0.001
22,2017-02,0.0,0.0
22,2017-03,1.468,1.25
22,2017-04,4.732,0.134
22,2017-05,2.965,1.18
22,2017-06,824.88,0.015
22,2017-07,1.874,0.037
22,2017-08,0.0,0.0
22,2017-09,0.659,0.0
22,2017-10,0.0,0.0
22,2017-11,0.062,0.0
22,2017-12,62.961,0.001
22,2018-01,0.0,0.0
22,2018-02,0.0,0.0
22,2018-03,2.014,1.415
22,2018-04,46.346,0.026
22,2018-05,965.548,0.033
22,2018-06,926.35,0.034
22,2018-07,722.056,0.006
22,2018-08,0.9,0.075
22,2018-09,0.0,0.0
22,2018-10,1.214,0.837
22,2018-11,2.288,4.269
22,2018-12,50.951,0.002
22,2019-01,6.84,0.396
22,2019-02,0.0,0.0
22,2019-03,0.0,0.0
22,2019-04,9.758,0.103
22,2019-05,3.085,7.192
22,2019-06,5.23,2.717
22,2019-07,391.955,0.007
22,2019-08,275.773,0.003
22,2019-09,0.0,0.0
22,2019-10,2.167,0.001
22,2019-11,3.973,0.353
22,2019-12,12.478,1.854
22,2020-01,36.585,0.019
22,2020-02,0.0,0.0
22,2020-03,0.0,0.0
22,2020-04,61.5,0.094
22,2020-05,38.885,0.022
22,2020-06,758.01,0.019
22,2020-07,45.594,0.008
22,2020-08,8.97,0.005
22,2020-09,12.714,0.004
22,2020-10,53.879,0.007
22,2020-11,108.953,0.003
22,2020-12,9.907,0.12
22,2021-01,6.511,0.037
22,2021-02,0.0,0.0
22,2021-03,109.4,0.004
22,2021-04,145.243,0.004
22,2021-05,6.077,0.011
22,2021-06,0.0,0.0
22,2021-07,639.869,0.002
22,2021-08,0.0,0.0
22,2021-09,18.004,0.031
22,2021-10,0.0,0.0
22,2021-11,8.99,0.01
22,2021-12,28.622,0.01
22,2022-01,925.959,0.058
22,2022-02,0.0,0.0
22,2022-03,0.0,0.0
22,2022-04,379.786,0.025
22,2022-05,22.871,2.706
22,2022-06,398.102,0.005
23,2016-01,34.86,139.126
23,2016-02,28.753,24.435
23,2016-03,2.145,0.445
23,2016-04,25.581,117.452
23,2016-05,10.634,36.486
23,2016-06,0.049,0.011
23,2016-07,5.093,4.433
23,2016-08,0.095,0.014
23,2016-09,0.047,0.007
23,2016-10,0.382,1.764
23,2016-11,2.748,10.921
23,2016-12,7.492,16.192
23,2017-01,10.784,15.35
23,2017-02,8.501,3.901
23,2017-03,6.438,67.272
23,2017-04,9.9,62.832
23,2017-05,2.542,8.686
23,2017-06,1.128,0.395
23,2017-07,1.121,0.471
23,2017-08,0.0,0.0
23,2017-09,0.317,0.05
23,2017-10,0.004,0.001
23,2017-11,1.054,0.191
23,2017-12,9.303,37.32
23,2018-01,8.331,8.366
23,2018-02,10.153,10.255
23,2018-03,6.551,63.883
23,2018-04,7.141,7.139
23,2018-05,8.043,16.374
23,2018-06,8.026,34.154
23,2018-07,0.076,0.02
23,2018-08,0.287,0.776
23,2018-09,0.345,0.065
23,2018-10,2.167,20.301
23,2018-11,2.521,44.845
23,2018-12,5.925,24.843
23,2019-01,4.872,32.517
23,2019-02,0.0,0.0
23,2019-03,0.02,0.013
23,2019-04,3.589,4.68
23,2019-05,1.923,45.684
23,2019-06,4.136,33.855
23,2019-07,0.106,0.027
23,2019-08,0.408,0.091
23,2019-09,1.141,0.514
23,2019-10,0.183,0.03
23,2019-11,0.811,3.811
23,2019-12,3.623,19.518
23,2020-01,1.974,0.816
23,2020-02,3.28,13.225
